" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","302.5549258214"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","5","-1152.6453166214","0.3693951258","0.3693951258","0.0000000000","506.7915319443","313.8588999389","192.9326320055","183.2994362666","265.9992398589","-82.6998035923","-88.7892567526","6.0894531603","153.0515166417","139.8548164535","-26.9070932363","-188.4768273764","161.5697341402","4.9218703459","14.2550857750","133.8740262533","0.0005342674","0.0000000000"
"2","232","-1153.6405901589","0.1365366853","0.5059318111","0.5933441976","507.3848761419","314.4071610506","192.9777150913","183.8476973783","263.8857277981","-80.0380304198","-86.1270675626","6.0890371428","154.1393962224","137.2430435709","-27.4967119951","-189.3221437883","161.8254317932","4.9085729426","14.4235037937","134.8066740007","0.0006454854","0.0000000000"
"3","646","-1154.1522510228","0.0818536152","0.5877854263","0.8983769280","507.6899088723","313.6560183269","194.0338905454","183.0965546546","263.2555106920","-80.1589560374","-86.2161453339","6.0571892965","153.0097649142","137.0808901512","-26.8351443734","-190.7068686531","163.8717242797","5.0371870599","14.9935526875","132.9785390765","0.0004860903","0.0000000000"
"4","791","-1154.3656899708","0.0661214712","0.6539068975","1.0256211041","507.8171530485","312.8068127871","195.0103402614","182.2473491148","254.7756623753","-72.5273541629","-78.5332326738","6.0058785109","153.5870589995","128.9494099584","-27.7608065827","-194.8908898785","167.1300832959","5.2260772024","15.2153199472","133.1322774879","0.0133843620","0.0000000000"
"5","961","-1154.8130182160","0.0422737057","0.6961806032","1.2923011762","508.0838331205","316.5411219594","191.5427111612","185.9816582871","270.7458991918","-84.7669045107","-90.8518176791","6.0849131684","153.7933955348","143.5964975770","-26.6439939201","-184.5051848675","157.8611909475","4.8786841742","13.6597270604","135.2549457624","0.0000385379","0.0000000000"
"6","545","-1155.1802111355","0.0292819814","0.7254625846","1.5112076174","508.3027395618","314.5138952873","193.7888442745","183.9544316151","263.7649182940","-79.8104866789","-85.8954232855","6.0849366066","153.9573260610","137.1119194039","-27.3043271709","-190.7032091372","163.3988819663","4.9889357492","14.6755926198","134.2921053391","0.0006923529","0.0000000000"
"7","150","-1155.2384981726","0.0276240100","0.7530865946","1.5459561302","508.3374880746","314.3707551518","193.9667329228","183.8112914795","257.7771614618","-73.9658699823","-79.9687964213","6.0029264390","155.2202348858","128.3422995175","-25.7853729414","-189.8312919463","164.0459190050","5.1534237568","14.6611036793","135.4056845962","0.0000228534","0.0000000000"
"8","54","-1155.2696257365","0.0267773869","0.7798639815","1.5645131990","508.3560451433","315.6501629928","192.7058821505","185.0906993206","265.7774894349","-80.6867901143","-86.7527931306","6.0660030163","154.5560453213","138.4483679615","-27.2269238479","-188.7453093225","161.5183854745","4.8825439014","14.8949380175","134.7766285888","0.0019348136","0.0000000000"
"9","319","-1155.3478297940","0.0247630767","0.8046270582","1.6111354812","508.4026674256","314.3043567293","194.0983106963","183.7448930570","260.2460782999","-76.5011852429","-82.5170566565","6.0158714136","155.6858510186","131.0234383328","-26.4632110515","-190.8825392642","164.4193282127","5.1748315150","14.6023742428","135.8905002519","0.0181450089","0.0000000000"
"10","943","-1155.3709223060","0.0241977871","0.8288248453","1.6249023578","508.4164343021","315.1849009576","193.2315333445","184.6254372854","264.5446369836","-79.9191996982","-85.9672043320","6.0480046337","153.4211855520","137.8269129396","-26.7034615080","-189.1005824595","162.3971209515","5.0022695680","15.1499430420","133.2689646178","0.0000083242","0.0000000000"
"11","670","-1155.4146857063","0.0231616475","0.8519864928","1.6509924312","508.4425243756","315.0699954096","193.3725289659","184.5105317373","257.5312252242","-73.0206934869","-78.9953123693","5.9746188824","154.0612330858","130.6279443545","-27.1579522161","-189.0166177833","161.8586655671","5.0656853911","14.0686003298","134.9166964482","0.0102509167","0.0000000000"
"12","268","-1155.7478997723","0.0165980252","0.8685845180","1.8496419734","508.6411739178","317.4033712395","191.2378026782","186.8439075673","268.5941489419","-81.7502413746","-87.7755021779","6.0252608033","152.5034809018","144.6298349587","-28.5391669186","-186.7127162948","158.1735493762","4.7238886805","14.3023413565","133.4772322983","0.0000185665","0.0000000000"
"13","566","-1156.1146409766","0.0115022483","0.8800867663","2.0682791192","508.8598110636","313.6556931455","195.2041179181","183.0962294732","260.6457074286","-77.5494779554","-83.5685578968","6.0190799414","153.5657162033","133.1145997683","-26.0346085429","-192.2943993596","166.2597908167","5.3226306099","15.1396511138","133.1004744990","0.0029599806","0.0000000000"
"14","87","-1156.1744590715","0.0108343801","0.8909211464","2.1039403905","508.8954723348","314.0131169296","194.8823554052","183.4536532573","257.2469734786","-73.7933202213","-79.7747330228","5.9814128015","155.4572487889","129.2796744816","-27.4899497919","-193.6325216480","166.1425718561","5.1994754366","15.1572743089","134.9329149583","0.1675840852","0.0000000000"
"15","786","-1156.3888951163","0.0087433060","0.8996644524","2.2317789977","509.0233109421","313.1959327673","195.8273781748","182.6364690950","253.4237493131","-70.7872802181","-76.8102836271","6.0230034089","153.2974940446","125.2836897675","-25.1574344989","-194.0874477074","168.9300132084","5.4715638319","15.8970376207","131.9254908779","0.0034017142","0.0000000000"
"16","788","-1156.4455444753","0.0082617714","0.9079262238","2.2655511892","509.0570831335","317.0554814602","192.0016016733","186.4960177879","261.0908068033","-74.5947890154","-80.5926189393","5.9978299239","154.0205540632","134.7141050252","-27.6438522850","-187.1398760061","159.4960237210","4.9622335916","13.8151370516","135.2325437198","0.0106397002","0.0000000000"
"17","651","-1156.7138873360","0.0063173269","0.9142435507","2.4255269882","509.2170589325","315.7226699940","193.4943889385","185.1632063217","256.5680248847","-71.4048185630","-77.3501997573","5.9453811943","155.8202986742","129.6803236997","-28.9325974891","-192.6962541928","163.7636567037","5.0243665281","14.9146388640","135.8643570277","0.0169362544","0.0000000000"
"18","506","-1156.7816468106","0.0059034486","0.9201469992","2.4659226076","509.2574545520","315.4342981431","193.8231564089","184.8748344708","264.4989382768","-79.6241038060","-85.6752932813","6.0511894753","153.5212545738","138.1502072279","-27.1725235249","-190.6555958801","163.4830723552","5.0214500362","15.3254805437","133.1739043152","0.0004196787","0.0000000000"
