" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8736791419"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"1","98","-1133.1887407118","0.6253927391","0.6253927391","0.0000000000","497.3868811519","310.0699660500","187.3169151019","182.1932310833","263.5318001101","-81.3385690268","-87.3810903799","6.0425213531","151.1071595940","137.8530730833","-25.4284325672","-184.0081142068","158.5796816396","4.8182357536","14.3943732432","131.8940254074","0.0005251897","0.0000000000"
"2","814","-1135.1203988198","0.0906242400","0.7160169791","1.1515810346","498.5384621865","311.5463625337","186.9920996528","183.6696275670","264.9565468639","-81.2869192968","-87.3073480278","6.0204287310","152.7292057173","137.4793907408","-25.2520495942","-183.8206734703","158.5686238760","4.8724609143","14.2328780669","133.6233116284","0.0005551076","0.0000000000"
"3","3","-1135.5155914266","0.0610399837","0.7770569628","1.3871798236","498.7740609755","309.6810998853","189.0929610902","181.8043649186","260.5795762960","-78.7752113774","-84.7455726642","5.9703612868","152.1368577774","133.0460357920","-24.6033172734","-187.4222300880","162.8189128146","5.3068878946","14.6904402152","132.1357387221","0.0037909455","0.0000000000"
"4","988","-1135.9609362207","0.0391024188","0.8161593816","1.6526774376","499.0395585895","308.8317384269","190.2078201625","180.9550034603","252.8114167720","-71.8534967997","-77.8362206248","5.9827238250","151.8091804144","124.9482388039","-23.9460024463","-189.1225429840","165.1765405377","5.4301491358","15.3963698771","130.9796400520","0.0030213495","0.0000000000"
"5","256","-1136.5591296662","0.0214986659","0.8376580474","2.0092975994","499.3961787512","310.0632930642","189.3328856871","182.1865580975","256.1025072556","-73.9159491581","-79.8964354205","5.9804862624","153.1472808493","129.4273321184","-26.4721057121","-191.0617859113","164.5896801992","5.2245186221","15.2808823145","132.6300027486","0.0118771642","0.0000000000"
"6","288","-1136.5670846559","0.0213283226","0.8589863701","2.0140400614","499.4009212133","313.8056031510","185.5953180623","185.9288681843","267.5624457481","-81.6335775638","-87.7217959874","6.0882184235","151.3718589527","141.5401929820","-25.3496061865","-181.4817133169","156.1321071303","4.7112881417","14.1517465966","132.5077198169","0.0011043974","0.0000000000"
"7","764","-1136.6613618459","0.0194094236","0.8783957937","2.0702445334","499.4571256852","313.1887880849","186.2683376003","185.3120531182","266.7323781893","-81.4203250711","-87.4289444112","6.0086193401","153.4951961010","138.8632693061","-25.6260872177","-183.3556349860","157.7295477684","4.8254247709","14.3687390572","134.3002979401","0.0007343328","0.0000000000"
"8","168","-1136.9075697996","0.0151735040","0.8935692976","2.2170243434","499.6039054952","312.7175570196","186.8863484757","184.8408220529","266.2786374847","-81.4378154319","-87.4893743837","6.0515589518","152.6256842315","138.7834191550","-25.1304659018","-183.0822515085","157.9517856068","4.8418128326","14.0881276093","133.6950598486","0.0006839409","0.0000000000"
"9","820","-1137.0264022139","0.0134734130","0.9070427106","2.2878677054","499.6747488572","313.2292119451","186.4455369122","185.3524769784","264.3730698818","-79.0205929034","-85.0186218782","5.9980289747","154.4378282076","136.0177177532","-26.0824760790","-183.8697619461","157.7872858671","4.8272494919","14.1620186536","135.4483888579","0.0001712043","0.0000000000"
"10","121","-1137.3046768594","0.0102005709","0.9172432815","2.4537644563","499.8406456082","311.3610999363","188.4795456720","183.4843649696","257.1750753429","-73.6907103734","-79.6946907715","6.0039803981","153.3211416585","130.0304330485","-26.1764993641","-188.5113640663","162.3348647021","5.1317703812","14.9629097571","133.2146397795","0.0118217407","0.0000000000"
